Room,BlockStart,StudentCount,Ratio,RequiredStaff,day_of_week,week_of_year,lag_1,lag_7,LowerBound,UpperBound,Anomaly,Date
Pre-K2,2024-04-04 14:30:00,3,12,2,3,14,1.0,3.0,-0.5,3.5,Normal,2024-04-04
Grampy Tom Toddlers,2024-04-04 14:30:00,1,6,2,3,14,3.0,1.0,-0.5,3.5,Normal,2024-04-04
Pre-K2,2024-04-04 15:00:00,3,12,2,3,14,1.0,1.0,-0.5,3.5,Normal,2024-04-04
Grampy Tom Toddlers,2024-04-04 15:00:00,1,6,2,3,14,3.0,3.0,-0.5,3.5,Normal,2024-04-04
Henry Multi-Age,2024-04-04 15:00:00,1,4,2,3,14,1.0,1.0,1.0,1.0,Normal,2024-04-04
Pre-K2,2024-04-04 15:30:00,3,12,2,3,14,1.0,1.0,-0.5,3.5,Normal,2024-04-04
Henry Multi-Age,2024-04-04 15:30:00,1,4,2,3,14,3.0,1.0,1.0,1.0,Normal,2024-04-04
Grampy Tom Toddlers,2024-04-04 15:30:00,1,6,2,3,14,1.0,3.0,-0.5,3.5,Normal,2024-04-04
Grampy Tom Toddlers,2024-04-04 16:00:00,1,6,2,3,14,1.0,1.0,-0.5,3.5,Normal,2024-04-04
Pre-K2,2024-04-04 16:00:00,3,12,2,3,14,1.0,3.0,-0.5,3.5,Normal,2024-04-04
Henry Multi-Age,2024-04-04 16:00:00,1,4,2,3,14,3.0,1.0,1.0,1.0,Normal,2024-04-04
Henry Multi-Age,2024-04-04 16:30:00,1,4,2,3,14,1.0,1.0,1.0,1.0,Normal,2024-04-04
Wild Things,2024-04-08 06:30:00,1,10,2,0,15,1.0,3.0,-2.0,6.0,Normal,2024-04-08
Wild Things,2024-04-08 07:00:00,1,10,2,0,15,1.0,1.0,-2.0,6.0,Normal,2024-04-08
Pennie Toddlers,2024-04-08 07:00:00,1,6,2,0,15,1.0,1.0,1.0,1.0,Normal,2024-04-08
Dinosaur Stomp,2024-04-08 07:00:00,1,12,2,0,15,1.0,1.0,-2.0,6.0,Normal,2024-04-08
Pre-K2,2024-04-08 07:00:00,1,12,2,0,15,1.0,3.0,-0.5,3.5,Normal,2024-04-08
Monkeys,2024-04-08 07:00:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Pandas,2024-04-08 07:30:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Wild Things,2024-04-08 07:30:00,5,10,2,0,15,1.0,1.0,-2.0,6.0,Normal,2024-04-08
Pre-K1,2024-04-08 07:30:00,2,12,2,0,15,5.0,1.0,-0.5,3.5,Normal,2024-04-08
Pre-K2,2024-04-08 07:30:00,2,12,2,0,15,2.0,1.0,-0.5,3.5,Normal,2024-04-08
Henry Toddlers,2024-04-08 07:30:00,1,6,2,0,15,2.0,1.0,-0.5,3.5,Normal,2024-04-08
Grampy Tom Multi-Age,2024-04-08 07:30:00,1,4,2,0,15,1.0,1.0,1.0,1.0,Normal,2024-04-08
Pennie Preschool 1,2024-04-08 07:30:00,1,10,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Llamas Llamas,2024-04-08 07:30:00,1,4,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Henry Infants,2024-04-08 07:30:00,1,4,2,0,15,1.0,5.0,-0.5,3.5,Normal,2024-04-08
Grampy Tom Preschool,2024-04-08 07:30:00,3,10,2,0,15,1.0,2.0,-0.5,3.5,Normal,2024-04-08
Pennie Toddlers,2024-04-08 07:30:00,1,6,2,0,15,3.0,2.0,1.0,1.0,Normal,2024-04-08
Dinosaur Stomp,2024-04-08 07:30:00,2,12,2,0,15,1.0,1.0,-2.0,6.0,Normal,2024-04-08
Wild Things,2024-04-08 08:00:00,5,10,2,0,15,2.0,1.0,-2.0,6.0,Normal,2024-04-08
Pennie Toddlers,2024-04-08 08:00:00,2,6,2,0,15,5.0,1.0,1.0,1.0,High,2024-04-08
Henry Multi-Age,2024-04-08 08:00:00,1,4,2,0,15,2.0,1.0,1.0,1.0,Normal,2024-04-08
Henry Toddlers,2024-04-08 08:00:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Pandas,2024-04-08 08:00:00,1,6,2,0,15,1.0,3.0,-0.5,3.5,Normal,2024-04-08
Grampy Tom Multi-Age,2024-04-08 08:00:00,1,4,2,0,15,1.0,1.0,1.0,1.0,Normal,2024-04-08
Pre-K2,2024-04-08 08:00:00,2,12,2,0,15,1.0,2.0,-0.5,3.5,Normal,2024-04-08
Pre-K1,2024-04-08 08:00:00,3,12,2,0,15,2.0,5.0,-0.5,3.5,Normal,2024-04-08
Dinosaur Stomp,2024-04-08 08:00:00,2,12,2,0,15,3.0,2.0,-2.0,6.0,Normal,2024-04-08
Grampy Tom Preschool,2024-04-08 08:00:00,5,10,2,0,15,2.0,1.0,-0.5,3.5,High,2024-04-08
Grampy Tom Toddlers,2024-04-08 08:00:00,2,6,2,0,15,5.0,1.0,-0.5,3.5,Normal,2024-04-08
Monkeys,2024-04-08 08:00:00,1,6,2,0,15,2.0,1.0,-0.5,3.5,Normal,2024-04-08
Henry Multi-Age,2024-04-08 08:30:00,1,4,2,0,15,1.0,1.0,1.0,1.0,Normal,2024-04-08
Pre-K1,2024-04-08 08:30:00,3,12,2,0,15,1.0,2.0,-0.5,3.5,Normal,2024-04-08
Wild Things,2024-04-08 08:30:00,1,10,2,0,15,3.0,3.0,-2.0,6.0,Normal,2024-04-08
Pennie Toddlers,2024-04-08 08:30:00,1,6,2,0,15,1.0,2.0,1.0,1.0,Normal,2024-04-08
Monkeys,2024-04-08 08:30:00,1,6,2,0,15,1.0,5.0,-0.5,3.5,Normal,2024-04-08
Pre-K2,2024-04-08 08:30:00,2,12,2,0,15,1.0,2.0,-0.5,3.5,Normal,2024-04-08
Henry Toddlers,2024-04-08 08:30:00,1,6,2,0,15,2.0,1.0,-0.5,3.5,Normal,2024-04-08
Pennie Preschool 1,2024-04-08 08:30:00,1,10,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Dinosaur Stomp,2024-04-08 08:30:00,1,12,2,0,15,1.0,3.0,-2.0,6.0,Normal,2024-04-08
Grampy Tom Multi-Age,2024-04-08 08:30:00,1,4,2,0,15,1.0,1.0,1.0,1.0,Normal,2024-04-08
Grampy Tom Toddlers,2024-04-08 08:30:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Dinosaur Stomp,2024-04-08 09:00:00,1,12,2,0,15,1.0,1.0,-2.0,6.0,Normal,2024-04-08
Pre-K1,2024-04-08 09:00:00,2,12,2,0,15,1.0,2.0,-0.5,3.5,Normal,2024-04-08
Henry Multi-Age,2024-04-08 09:00:00,1,4,2,0,15,2.0,1.0,1.0,1.0,Normal,2024-04-08
Grampy Tom Multi-Age,2024-04-08 09:00:00,1,4,2,0,15,1.0,1.0,1.0,1.0,Normal,2024-04-08
Grampy Tom Toddlers,2024-04-08 09:00:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Llamas Llamas,2024-04-08 09:00:00,1,4,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Llamas Llamas,2024-04-08 09:30:00,1,4,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Henry Multi-Age,2024-04-08 09:30:00,1,4,2,0,15,1.0,1.0,1.0,1.0,Normal,2024-04-08
Rabbits,2024-04-08 09:30:00,1,6,2,0,15,1.0,2.0,-0.5,3.5,Normal,2024-04-08
Pre-K1,2024-04-08 09:30:00,1,12,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Grampy Tom Multi-Age,2024-04-08 09:30:00,1,4,2,0,15,1.0,1.0,1.0,1.0,Normal,2024-04-08
Wild Things,2024-04-08 09:30:00,1,10,2,0,15,1.0,1.0,-2.0,6.0,Normal,2024-04-08
Wild Things,2024-04-08 10:00:00,1,10,2,0,15,1.0,1.0,-2.0,6.0,Normal,2024-04-08
Rabbits,2024-04-08 10:00:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Grampy Tom Multi-Age,2024-04-08 10:00:00,1,4,2,0,15,1.0,1.0,1.0,1.0,Normal,2024-04-08
Llamas Llamas,2024-04-08 10:00:00,1,4,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Grampy Tom Multi-Age,2024-04-08 10:30:00,1,4,2,0,15,1.0,1.0,1.0,1.0,Normal,2024-04-08
Rabbits,2024-04-08 10:30:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Pennie Preschool 1,2024-04-08 10:30:00,1,10,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Llamas Llamas,2024-04-08 10:30:00,1,4,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Wild Things,2024-04-08 10:30:00,1,10,2,0,15,1.0,1.0,-2.0,6.0,Normal,2024-04-08
Rabbits,2024-04-08 11:00:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Pennie Preschool 1,2024-04-08 11:00:00,1,10,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Rabbits,2024-04-08 11:30:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Pennie Preschool 1,2024-04-08 11:30:00,1,10,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Pennie Preschool 1,2024-04-08 12:00:00,1,10,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Rabbits,2024-04-08 12:00:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Rabbits,2024-04-08 12:30:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Rabbits,2024-04-08 13:00:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Rabbits,2024-04-08 13:30:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Rabbits,2024-04-08 14:00:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Rabbits,2024-04-08 14:30:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Rabbits,2024-04-08 15:00:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Rabbits,2024-04-08 15:30:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Rabbits,2024-04-08 16:00:00,1,6,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Grampy Tom Preschool,2024-04-08 17:00:00,2,10,2,0,15,1.0,1.0,-0.5,3.5,Normal,2024-04-08
Monkeys,2024-04-10 06:30:00,1,6,2,2,15,2.0,1.0,-0.5,3.5,Normal,2024-04-10
Pre-K2,2024-04-10 06:30:00,2,12,2,2,15,1.0,1.0,-0.5,3.5,Normal,2024-04-10
Pennie Toddlers,2024-04-10 06:30:00,1,6,2,2,15,2.0,1.0,1.0,1.0,Normal,2024-04-10
Wild Things,2024-04-10 06:30:00,1,10,2,2,15,1.0,1.0,-2.0,6.0,Normal,2024-04-10
Grampy Tom Multi-Age,2024-04-10 07:00:00,1,4,2,2,15,1.0,1.0,1.0,1.0,Normal,2024-04-10
Pennie Toddlers,2024-04-10 07:00:00,1,6,2,2,15,1.0,1.0,1.0,1.0,Normal,2024-04-10
Pre-K2,2024-04-10 07:00:00,2,12,2,2,15,1.0,2.0,-0.5,3.5,Normal,2024-04-10
House Pooh,2024-04-10 07:00:00,1,4,2,2,15,2.0,1.0,1.0,1.0,Normal,2024-04-10
Monkeys,2024-04-10 07:00:00,1,6,2,2,15,1.0,2.0,-0.5,3.5,Normal,2024-04-10
Pennie Preschool 1,2024-04-10 07:00:00,2,10,2,2,15,1.0,1.0,-0.5,3.5,Normal,2024-04-10
Pandas,2024-04-10 07:00:00,1,6,2,2,15,2.0,1.0,-0.5,3.5,Normal,2024-04-10
House Pooh,2024-04-10 07:30:00,1,4,2,2,15,1.0,1.0,1.0,1.0,Normal,2024-04-10
Goodnight Moon,2024-04-10 07:30:00,1,4,2,2,15,1.0,1.0,1.0,1.0,Normal,2024-04-10
Wild Things,2024-04-10 07:30:00,3,10,2,2,15,1.0,2.0,-2.0,6.0,Normal,2024-04-10
Grampy Tom Toddlers,2024-04-10 07:30:00,2,6,2,2,15,3.0,1.0,-0.5,3.5,Normal,2024-04-10
Dinosaur Stomp,2024-04-10 07:30:00,1,12,2,2,15,2.0,1.0,-2.0,6.0,Normal,2024-04-10
Pennie Toddlers,2024-04-10 07:30:00,2,6,2,2,15,1.0,2.0,1.0,1.0,High,2024-04-10
Rabbits,2024-04-10 07:30:00,1,6,2,2,15,2.0,1.0,-0.5,3.5,Normal,2024-04-10
Pre-K2,2024-04-10 07:30:00,3,12,2,2,15,1.0,1.0,-0.5,3.5,Normal,2024-04-10
Pennie Infants,2024-04-10 07:30:00,1,4,2,2,15,3.0,1.0,1.0,1.0,Normal,2024-04-10
Pennie Preschool 1,2024-04-10 07:30:00,1,10,2,2,15,1.0,3.0,-0.5,3.5,Normal,2024-04-10
Pre-K1,2024-04-10 07:30:00,4,12,2,2,15,1.0,2.0,-0.5,3.5,High,2024-04-10
Monkeys,2024-04-10 07:30:00,1,6,2,2,15,4.0,1.0,-0.5,3.5,Normal,2024-04-10
Henry Toddlers,2024-04-10 07:30:00,1,6,2,2,15,1.0,2.0,-0.5,3.5,Normal,2024-04-10
Pennie Toddlers,2024-04-10 08:00:00,1,6,2,2,15,1.0,1.0,1.0,1.0,Normal,2024-04-10
Dinosaur Stomp,2024-04-10 08:00:00,3,12,2,2,15,1.0,3.0,-2.0,6.0,Normal,2024-04-10
Pandas,2024-04-10 08:00:00,1,6,2,2,15,3.0,1.0,-0.5,3.5,Normal,2024-04-10
Wild Things,2024-04-10 08:00:00,2,10,2,2,15,1.0,1.0,-2.0,6.0,Normal,2024-04-10
Grampy Tom Toddlers,2024-04-10 08:00:00,2,6,2,2,15,2.0,4.0,-0.5,3.5,Normal,2024-04-10
Grampy Tom Preschool,2024-04-10 08:00:00,2,10,2,2,15,2.0,1.0,-0.5,3.5,Normal,2024-04-10
Pre-K2,2024-04-10 08:00:00,3,12,2,2,15,2.0,1.0,-0.5,3.5,Normal,2024-04-10
Monkeys,2024-04-10 08:00:00,3,6,2,2,15,3.0,1.0,-0.5,3.5,Normal,2024-04-10
Pennie Infants,2024-04-10 08:00:00,1,4,2,2,15,3.0,3.0,1.0,1.0,Normal,2024-04-10
Pre-K1,2024-04-10 08:00:00,6,12,2,2,15,1.0,1.0,-0.5,3.5,High,2024-04-10
Goodnight Moon,2024-04-10 08:00:00,1,4,2,2,15,6.0,2.0,1.0,1.0,Normal,2024-04-10
Henry Toddlers,2024-04-10 08:00:00,1,6,2,2,15,1.0,2.0,-0.5,3.5,Normal,2024-04-10
Goodnight Moon,2024-04-10 08:30:00,1,4,2,2,15,1.0,2.0,1.0,1.0,Normal,2024-04-10
Wild Things,2024-04-10 08:30:00,4,10,2,2,15,1.0,3.0,-2.0,6.0,Normal,2024-04-10
Dinosaur Stomp,2024-04-10 08:30:00,2,12,2,2,15,4.0,3.0,-2.0,6.0,Normal,2024-04-10
Henry Infants,2024-04-10 08:30:00,1,4,2,2,15,2.0,1.0,-0.5,3.5,Normal,2024-04-10
Pennie Preschool 1,2024-04-10 08:30:00,1,10,2,2,15,1.0,6.0,-0.5,3.5,Normal,2024-04-10
Grampy Tom Toddlers,2024-04-10 08:30:00,1,6,2,2,15,1.0,1.0,-0.5,3.5,Normal,2024-04-10
Grampy Tom Preschool,2024-04-10 08:30:00,2,10,2,2,15,1.0,1.0,-0.5,3.5,Normal,2024-04-10
House Pooh,2024-04-10 08:30:00,1,4,2,2,15,2.0,1.0,1.0,1.0,Normal,2024-04-10
Llamas Llamas,2024-04-10 08:30:00,3,4,2,2,15,1.0,4.0,-0.5,3.5,Normal,2024-04-10
Pennie Toddlers,2024-04-10 08:30:00,3,6,2,2,15,3.0,2.0,1.0,1.0,High,2024-04-10
Pre-K2,2024-04-10 08:30:00,2,12,2,2,15,3.0,1.0,-0.5,3.5,Normal,2024-04-10
Pre-K1,2024-04-10 08:30:00,2,12,2,2,15,2.0,1.0,-0.5,3.5,Normal,2024-04-10
Monkeys,2024-04-10 08:30:00,2,6,2,2,15,2.0,1.0,-0.5,3.5,Normal,2024-04-10
Monkeys,2024-04-10 09:00:00,2,6,2,2,15,2.0,2.0,-0.5,3.5,Normal,2024-04-10
Wild Things,2024-04-10 09:00:00,1,10,2,2,15,2.0,1.0,-2.0,6.0,Normal,2024-04-10
Pre-K1,2024-04-10 09:00:00,1,12,2,2,15,1.0,3.0,-0.5,3.5,Normal,2024-04-10
Grampy Tom Preschool,2024-04-10 09:00:00,1,10,2,2,15,1.0,3.0,-0.5,3.5,Normal,2024-04-10
Llamas Llamas,2024-04-10 09:00:00,3,4,2,2,15,1.0,2.0,-0.5,3.5,Normal,2024-04-10
Pre-K1,2024-04-10 09:30:00,1,12,2,2,15,3.0,2.0,-0.5,3.5,Normal,2024-04-10
Llamas Llamas,2024-04-10 09:30:00,1,4,2,2,15,1.0,2.0,-0.5,3.5,Normal,2024-04-10
Monkeys,2024-04-10 09:30:00,2,6,2,2,15,1.0,2.0,-0.5,3.5,Normal,2024-04-10
Llamas Llamas,2024-04-10 10:00:00,1,4,2,2,15,2.0,1.0,-0.5,3.5,Normal,2024-04-10
Monkeys,2024-04-10 10:00:00,2,6,2,2,15,1.0,1.0,-0.5,3.5,Normal,2024-04-10
Pre-K1,2024-04-10 10:00:00,1,12,2,2,15,2.0,1.0,-0.5,3.5,Normal,2024-04-10
Monkeys,2024-04-10 10:30:00,1,6,2,2,15,1.0,3.0,-0.5,3.5,Normal,2024-04-10
Pre-K1,2024-04-10 10:30:00,2,12,2,2,15,1.0,1.0,-0.5,3.5,Normal,2024-04-10
Llamas Llamas,2024-04-10 10:30:00,1,4,2,2,15,2.0,1.0,-0.5,3.5,Normal,2024-04-10
Pre-K1,2024-04-10 11:00:00,1,12,2,2,15,1.0,2.0,-0.5,3.5,Normal,2024-04-10
Llamas Llamas,2024-04-10 11:00:00,1,4,2,2,15,1.0,1.0,-0.5,3.5,Normal,2024-04-10
Monkeys,2024-04-10 16:30:00,1,6,2,2,15,1.0,2.0,-0.5,3.5,Normal,2024-04-10
Monkeys,2024-04-10 17:00:00,1,6,2,2,15,1.0,1.0,-0.5,3.5,Normal,2024-04-10
Pre-K2,2024-04-10 17:00:00,1,12,2,2,15,1.0,1.0,-0.5,3.5,Normal,2024-04-10
Wild Things,2024-04-16 06:30:00,1,10,2,1,16,1.0,2.0,-2.0,6.0,Normal,2024-04-16
Pennie Preschool 1,2024-04-16 07:00:00,2,10,2,1,16,1.0,1.0,-0.5,3.5,Normal,2024-04-16
Henry Toddlers,2024-04-16 07:00:00,1,6,2,1,16,2.0,1.0,-0.5,3.5,Normal,2024-04-16
Grampy Tom Toddlers,2024-04-16 07:00:00,1,6,2,1,16,1.0,1.0,-0.5,3.5,Normal,2024-04-16
Pandas,2024-04-16 07:00:00,2,6,2,1,16,1.0,1.0,-0.5,3.5,Normal,2024-04-16
Dinosaur Stomp,2024-04-16 07:30:00,3,12,2,1,16,2.0,1.0,-2.0,6.0,Normal,2024-04-16
Pennie Preschool 1,2024-04-16 07:30:00,1,10,2,1,16,3.0,1.0,-0.5,3.5,Normal,2024-04-16
Henry Infants,2024-04-16 07:30:00,1,4,2,1,16,1.0,1.0,-0.5,3.5,Normal,2024-04-16
Monkeys,2024-04-16 07:30:00,3,6,2,1,16,1.0,2.0,-0.5,3.5,Normal,2024-04-16
Grampy Tom Toddlers,2024-04-16 07:30:00,2,6,2,1,16,3.0,1.0,-0.5,3.5,Normal,2024-04-16
Wild Things,2024-04-16 07:30:00,3,10,2,1,16,2.0,1.0,-2.0,6.0,Normal,2024-04-16
Pre-K1,2024-04-16 07:30:00,1,12,2,1,16,3.0,2.0,-0.5,3.5,Normal,2024-04-16
Rabbits,2024-04-16 07:30:00,2,6,2,1,16,1.0,3.0,-0.5,3.5,Normal,2024-04-16
Pre-K2,2024-04-16 07:30:00,1,12,2,1,16,2.0,1.0,-0.5,3.5,Normal,2024-04-16
Pennie Infants,2024-04-16 07:30:00,1,4,2,1,16,1.0,1.0,1.0,1.0,Normal,2024-04-16
Henry Toddlers,2024-04-16 07:30:00,2,6,2,1,16,1.0,3.0,-0.5,3.5,Normal,2024-04-16
Pandas,2024-04-16 07:30:00,2,6,2,1,16,2.0,2.0,-0.5,3.5,Normal,2024-04-16
Pre-K1,2024-04-16 08:00:00,5,12,2,1,16,2.0,3.0,-0.5,3.5,High,2024-04-16
Grampy Tom Toddlers,2024-04-16 08:00:00,5,6,2,1,16,5.0,1.0,-0.5,3.5,High,2024-04-16
Wild Things,2024-04-16 08:00:00,3,10,2,1,16,5.0,2.0,-2.0,6.0,Normal,2024-04-16
Pennie Preschool 1,2024-04-16 08:00:00,3,10,2,1,16,3.0,1.0,-0.5,3.5,Normal,2024-04-16
Henry Toddlers,2024-04-16 08:00:00,1,6,2,1,16,3.0,1.0,-0.5,3.5,Normal,2024-04-16
Pennie Infants,2024-04-16 08:00:00,1,4,2,1,16,1.0,2.0,1.0,1.0,Normal,2024-04-16
Henry Infants,2024-04-16 08:00:00,1,4,2,1,16,1.0,2.0,-0.5,3.5,Normal,2024-04-16
Dinosaur Stomp,2024-04-16 08:00:00,2,12,2,1,16,1.0,5.0,-2.0,6.0,Normal,2024-04-16
Pre-K2,2024-04-16 08:00:00,3,12,2,1,16,2.0,5.0,-0.5,3.5,Normal,2024-04-16
Grampy Tom Preschool,2024-04-16 08:00:00,2,10,2,1,16,3.0,3.0,-0.5,3.5,Normal,2024-04-16
Rabbits,2024-04-16 08:00:00,1,6,2,1,16,2.0,3.0,-0.5,3.5,Normal,2024-04-16
Pandas,2024-04-16 08:00:00,1,6,2,1,16,1.0,1.0,-0.5,3.5,Normal,2024-04-16
Monkeys,2024-04-16 08:00:00,2,6,2,1,16,1.0,1.0,-0.5,3.5,Normal,2024-04-16
Pennie Toddlers,2024-04-16 08:30:00,1,6,2,1,16,2.0,1.0,1.0,1.0,Normal,2024-04-16
Llamas Llamas,2024-04-16 08:30:00,1,4,2,1,16,1.0,2.0,-0.5,3.5,Normal,2024-04-16
Goodnight Moon,2024-04-16 08:30:00,1,4,2,1,16,1.0,3.0,1.0,1.0,Normal,2024-04-16
Grampy Tom Toddlers,2024-04-16 08:30:00,2,6,2,1,16,1.0,2.0,-0.5,3.5,Normal,2024-04-16
Dinosaur Stomp,2024-04-16 08:30:00,1,12,2,1,16,2.0,1.0,-2.0,6.0,Normal,2024-04-16
Monkeys,2024-04-16 08:30:00,3,6,2,1,16,1.0,1.0,-0.5,3.5,Normal,2024-04-16
Pre-K2,2024-04-16 08:30:00,3,12,2,1,16,3.0,2.0,-0.5,3.5,Normal,2024-04-16
Henry Toddlers,2024-04-16 08:30:00,1,6,2,1,16,3.0,1.0,-0.5,3.5,Normal,2024-04-16
Wild Things,2024-04-16 08:30:00,2,10,2,1,16,1.0,1.0,-2.0,6.0,Normal,2024-04-16
Pre-K1,2024-04-16 08:30:00,5,12,2,1,16,2.0,1.0,-0.5,3.5,High,2024-04-16
Pennie Preschool 1,2024-04-16 08:30:00,1,10,2,1,16,5.0,2.0,-0.5,3.5,Normal,2024-04-16
Grampy Tom Preschool,2024-04-16 08:30:00,2,10,2,1,16,1.0,1.0,-0.5,3.5,Normal,2024-04-16
Grampy Tom Preschool,2024-04-16 09:00:00,2,10,2,1,16,2.0,3.0,-0.5,3.5,Normal,2024-04-16
Pre-K2,2024-04-16 09:00:00,2,12,2,1,16,2.0,3.0,-0.5,3.5,Normal,2024-04-16
Grampy Tom Toddlers,2024-04-16 09:00:00,1,6,2,1,16,2.0,1.0,-0.5,3.5,Normal,2024-04-16
Dinosaur Stomp,2024-04-16 09:00:00,1,12,2,1,16,1.0,2.0,-2.0,6.0,Normal,2024-04-16
Pre-K1,2024-04-16 09:00:00,3,12,2,1,16,1.0,5.0,-0.5,3.5,Normal,2024-04-16
Grampy Tom Preschool,2024-04-16 09:30:00,1,10,2,1,16,3.0,1.0,-0.5,3.5,Normal,2024-04-16
Pre-K2,2024-04-16 09:30:00,1,12,2,1,16,1.0,2.0,-0.5,3.5,Normal,2024-04-16
Grampy Tom Toddlers,2024-04-16 09:30:00,1,6,2,1,16,1.0,2.0,-0.5,3.5,Normal,2024-04-16
Dinosaur Stomp,2024-04-16 09:30:00,2,12,2,1,16,1.0,2.0,-2.0,6.0,Normal,2024-04-16
Pre-K1,2024-04-16 09:30:00,2,12,2,1,16,2.0,1.0,-0.5,3.5,Normal,2024-04-16
Pre-K1,2024-04-16 10:00:00,1,12,2,1,16,2.0,1.0,-0.5,3.5,Normal,2024-04-16
Grampy Tom Toddlers,2024-04-16 10:00:00,1,6,2,1,16,1.0,3.0,-0.5,3.5,Normal,2024-04-16
Dinosaur Stomp,2024-04-16 10:00:00,2,12,2,1,16,1.0,1.0,-2.0,6.0,Normal,2024-04-16
Grampy Tom Preschool,2024-04-16 10:00:00,1,10,2,1,16,2.0,1.0,-0.5,3.5,Normal,2024-04-16
Pre-K1,2024-04-16 16:30:00,2,12,2,1,16,1.0,1.0,-0.5,3.5,Normal,2024-04-16
Pre-K2,2024-04-16 16:30:00,3,12,2,1,16,2.0,2.0,-0.5,3.5,Normal,2024-04-16
Pre-K2,2024-04-16 17:00:00,1,12,2,1,16,3.0,2.0,-0.5,3.5,Normal,2024-04-16
Pre-K1,2024-04-16 17:00:00,1,12,2,1,16,1.0,1.0,-0.5,3.5,Normal,2024-04-16
Dinosaur Stomp,2024-04-18 06:30:00,1,12,2,3,16,1.0,1.0,-2.0,6.0,Normal,2024-04-18
Henry Multi-Age,2024-04-18 06:30:00,1,4,2,3,16,1.0,2.0,1.0,1.0,Normal,2024-04-18
Pre-K2,2024-04-18 06:30:00,1,12,2,3,16,1.0,1.0,-0.5,3.5,Normal,2024-04-18
Monkeys,2024-04-18 06:30:00,1,6,2,3,16,1.0,2.0,-0.5,3.5,Normal,2024-04-18
Monkeys,2024-04-18 07:00:00,1,6,2,3,16,1.0,3.0,-0.5,3.5,Normal,2024-04-18
House Pooh,2024-04-18 07:00:00,1,4,2,3,16,1.0,1.0,1.0,1.0,Normal,2024-04-18
Pandas,2024-04-18 07:00:00,1,6,2,3,16,1.0,1.0,-0.5,3.5,Normal,2024-04-18
Llamas Llamas,2024-04-18 07:00:00,1,4,2,3,16,1.0,1.0,-0.5,3.5,Normal,2024-04-18
Pre-K2,2024-04-18 07:00:00,1,12,2,3,16,1.0,1.0,-0.5,3.5,Normal,2024-04-18
Dinosaur Stomp,2024-04-18 07:00:00,2,12,2,3,16,1.0,1.0,-2.0,6.0,Normal,2024-04-18
Wild Things,2024-04-18 07:00:00,2,10,2,3,16,2.0,1.0,-2.0,6.0,Normal,2024-04-18
Pennie Preschool 1,2024-04-18 07:00:00,1,10,2,3,16,2.0,1.0,-0.5,3.5,Normal,2024-04-18
Henry Multi-Age,2024-04-18 07:00:00,1,4,2,3,16,1.0,1.0,1.0,1.0,Normal,2024-04-18
Henry Infants,2024-04-18 07:30:00,1,4,2,3,16,1.0,1.0,-0.5,3.5,Normal,2024-04-18
Wild Things,2024-04-18 07:30:00,3,10,2,3,16,1.0,1.0,-2.0,6.0,Normal,2024-04-18
Pre-K1,2024-04-18 07:30:00,2,12,2,3,16,3.0,1.0,-0.5,3.5,Normal,2024-04-18
House Pooh,2024-04-18 07:30:00,1,4,2,3,16,2.0,2.0,1.0,1.0,Normal,2024-04-18
